"Id" "type" "z" "Ran_DES_g" "Err_DES_g" "Ran_DES_r" "Err_DES_r" "Ran_DES_i" "Err_DES_i" "Ran_DES_z" "Err_DES_z" "Ran_DES_y" "Err_DES_y"
1174766 1 0.2192 21.6197 0.00736348 20.8329 0.00539159 20.4882 0.00663929 20.3493 0.01139 20.2162 0.0424619
1174973 1 0.6345 23.9957 0.0544558 22.3307 0.0185601 21.3448 0.0131431 20.909 0.0178746 20.6962 0.0628191
1175059 1 0.6279 24.2457 0.0626922 22.7182 0.025417 21.7061 0.0185465 21.3073 0.0248912 21.0816 0.0875453
1175191 1 0.8228 24.4535 0.0755147 22.7565 0.0261682 21.6239 0.0170936 21.1825 0.0225666 21.0389 0.0796417
1175193 1 0.11 18.4961 0.000563153 17.4982 0.000352107 17.1252 0.000419608 16.8732 0.00064916 16.7157 0.00230371
1175280 1 0.2157 21.9257 0.00955127 21.0213 0.00624357 20.4267 0.00629232 20.3955 0.011714 20.2928 0.0422414
1175329 1 0.2276 22.2822 0.012822 21.614 0.0102306 21.3637 0.0135771 21.2809 0.024386 21.0159 0.0929841
1175348 1 0.6071 23.3835 0.0324281 22.0596 0.0146713 21.3873 0.0139484 21.0576 0.0211093 20.9064 0.0714468
1175458 1 0.1601 22.1402 0.011346 21.6061 0.0101891 21.2659 0.0125969 21.2987 0.0261992 21.2201 0.0988058
1175552 1 0.227 21.1276 0.00489602 20.5966 0.00439859 20.3507 0.00595508 20.3048 0.0111177 20.2496 0.04289
1175572 1 0.2728 21.1919 0.00516486 20.0808 0.00288427 19.4996 0.00293095 19.2704 0.00466348 19.1095 0.0168611
1175631 1 0.8788 22.6074 0.0164622 21.9169 0.0132655 21.0436 0.010357 20.7274 0.0157121 20.682 0.0593718
1175662 1 0.6613 22.7616 0.0193396 21.7983 0.0122342 21.1772 0.0115183 20.9095 0.0179902 20.7813 0.0649691
1175846 1 0.3301 22.2017 0.0119518 21.4693 0.00914214 21.2903 0.0132217 21.2187 0.023189 21.2258 0.093065
1175924 1 0.6311 24.5507 0.0814598 22.8568 0.0295211 21.8486 0.0202512 21.376 0.0266322 21.0956 0.092735
1175926 1 0.6708 23.285 0.0293807 21.5243 0.00954117 20.4626 0.00649878 20.0411 0.0088215 19.8091 0.0300451
1175936 1 0.67 23.5851 0.0361451 21.8828 0.0128194 20.7597 0.00827057 20.337 0.0110871 20.0823 0.0371618
1175963 1 0.22 20.9764 0.00432514 19.661 0.00203292 19.1834 0.00225469 18.9127 0.00348062 18.7509 0.0123538
1176183 1 0.3638 22.6672 0.0176936 21.6643 0.0107456 21.4428 0.0142871 21.1282 0.0215592 21.0108 0.0880914
1176217 1 0.7505 22.25 0.0125118 21.5544 0.00985107 20.9345 0.00953497 20.739 0.0158416 20.6447 0.0605511
1176241 1 0.6403 23.7904 0.0454511 22.0288 0.0146844 20.9804 0.00988582 20.4907 0.0131366 20.352 0.0455651
1176316 1 0.8099 23.3636 0.0312237 22.2826 0.0179986 21.229 0.0122004 20.8062 0.0165326 20.4927 0.0585775
1176708 1 0.3555 22.2463 0.0122396 21.32 0.00796238 21.0794 0.0107704 20.901 0.0176726 21.011 0.0704526
1176720 1 1.1266 22.8704 0.021 22.1648 0.0163408 21.5507 0.0160057 20.9194 0.018723 20.7623 0.0704471
1176728 1 1.4216 22.9133 0.0214408 22.2161 0.0163757 21.6539 0.0173625 20.7899 0.0166253 20.297 0.0458969
1176730 1 0.5225 23.2578 0.0289497 21.753 0.011377 21.1275 0.011529 20.7472 0.0159226 20.4628 0.0482327
1176742 1 0.6754 22.8608 0.0211539 21.7893 0.0119109 21.012 0.0102883 20.7025 0.0155322 20.532 0.0551626
1176753 1 0.1024 22.6635 0.0172146 21.8311 0.0119253 21.4974 0.0152492 21.3068 0.0250134 21.2131 0.0915891
1176754 1 0.7362 22.2524 0.0126803 21.6926 0.0110136 21.2284 0.0123191 21.1098 0.0214991 21.1769 0.0842303
1176757 1 0.0766 21.3832 0.00611608 20.5323 0.00417597 20.1947 0.00516693 19.9011 0.00796488 19.6916 0.0280631
1176758 1 0.6151 22.3855 0.0139039 21.6922 0.0108542 21.3498 0.0133364 21.252 0.0242218 21.0051 0.0856054
1176767 1 0.3524 22.6285 0.0167648 21.2895 0.00776933 20.7863 0.00847386 20.5083 0.0132361 20.3938 0.0494023
1176769 1 0.1105 20.5675 0.0030896 19.6725 0.00204585 19.3393 0.00256275 19.1299 0.00416143 19.0037 0.0151526
1176771 1 0.4199 21.2643 0.00546173 19.7483 0.00217975 19.2157 0.00231003 18.9336 0.00354607 18.8207 0.0131775
1176772 1 1.1278 22.7626 0.0190029 22.2396 0.0171226 21.6991 0.0176133 21.2043 0.0234822 21.012 0.0888458
1176776 1 0.7454 20.9721 0.0043059 20.5185 0.00414375 20.2116 0.00525504 20.1409 0.00957898 20.1168 0.0379949
1176777 1 0.41 21.4129 0.00620287 20.8247 0.00530153 20.7626 0.00826198 20.3556 0.011746 20.561 0.0557055
1176782 1 0.23 20.7018 0.00346825 20.0027 0.0026974 19.7739 0.00365833 19.6587 0.00646575 19.6115 0.0248486
1176786 1 0.2189 21.8908 0.00917096 20.9229 0.00573036 20.5754 0.00714375 20.5578 0.0136288 20.4397 0.0502673
1176787 1 0.2386 22.4837 0.0149083 21.2317 0.00745073 20.834 0.00882806 20.7592 0.0155001 20.6522 0.0565983
1176788 1 0.6161 22.2453 0.0125977 21.6257 0.0104135 21.282 0.012912 21.2641 0.0246795 21.1149 0.0893769
1176795 1 0.1159 22.8593 0.0210105 21.9349 0.0131416 21.4947 0.0153621 21.2986 0.0244248 21.2181 0.0859348
1176796 1 0.2278 22.5424 0.0157177 21.4122 0.00873172 20.8278 0.00868273 20.575 0.0140253 20.3404 0.0493374
1176799 1 0.1193 19.9823 0.00190436 18.9637 0.00114166 18.5828 0.00136728 18.3291 0.00215155 18.1779 0.00776901
1176800 1 0.2379 22.057 0.0107009 21.1019 0.00669379 20.7951 0.00863914 20.7092 0.0151948 20.5789 0.0570102
1176803 1 1.4794 22.3521 0.0136833 21.5683 0.00984285 21.0193 0.0102953 20.4115 0.0120626 19.9676 0.0350129
1176877 1 0.086 19.0994 0.000919993 18.675 0.000901172 18.4784 0.00125554 18.3651 0.00220978 18.2528 0.00829927
1177037 1 0.3176 22.1758 0.011826 20.6157 0.00447507 20.0245 0.00449245 19.7085 0.00677833 19.5397 0.0240073
1177164 1 0.9994 24.4643 0.0812082 22.2497 0.0178719 21.1792 0.0114303 20.2343 0.0103682 19.9433 0.0335623
1177165 1 0.23 22.2514 0.0123312 21.3498 0.00808787 20.8812 0.00909044 20.6871 0.0152399 20.473 0.0556469
1177166 1 0.23 21.7178 0.0080122 21.111 0.0067501 20.8923 0.00932732 20.8272 0.016923 20.7513 0.0652734
1177168 1 0.4706 22.8757 0.0211901 21.3017 0.00795488 20.7369 0.00814182 20.4519 0.0125804 20.3726 0.0472907
1177311 1 0.5207 22.3325 0.0132795 20.7387 0.00494533 20.0862 0.0047139 19.7644 0.00710747 19.6612 0.0266021
1177348 1 0.2292 21.0004 0.00444792 20.3529 0.00359057 20.1584 0.00502116 20.085 0.00923481 20.0043 0.0357031
1177349 1 0.7802 24.4425 0.0740687 22.5737 0.0235417 21.4513 0.0144865 20.9545 0.0190715 20.7991 0.0645624
1177390 1 0.8295 24.4135 0.084864 22.8165 0.027773 21.6865 0.017992 21.2414 0.0230004 21.0734 0.0807087
1177511 1 0.5672 22.4031 0.0140002 21.3485 0.0082361 20.968 0.009788 20.7966 0.0165184 20.4353 0.0575413
1177536 1 0.3817 21.4856 0.00658799 19.774 0.00222365 19.1432 0.0021773 18.8685 0.00336428 18.7325 0.0122665
1177537 1 0.99 24.1933 0.060647 22.0682 0.0149264 21 0.0101148 20.1723 0.00995403 19.9042 0.0333734
1177554 1 0.3676 22.1266 0.0111832 21.1867 0.00713259 20.9462 0.00968193 20.7178 0.0156644 20.7127 0.0628263
1177610 1 0.6159 23.0807 0.0246486 21.761 0.0116329 21.0072 0.0100692 20.618 0.0147403 20.533 0.0534754
1177631 1 0.8116 23.0945 0.0256316 22.3838 0.0193986 21.5742 0.0161278 21.2947 0.0250621 21.2451 0.0953498
1177805 1 0.982 23.3335 0.0306197 22.5194 0.021858 21.557 0.0160651 21.1223 0.0209704 20.8952 0.0744845
1177819 1 0.1099 22.7039 0.0179634 21.8297 0.012282 21.5352 0.0156279 21.351 0.0256947 21.2867 0.0942636
1177845 1 0.2201 20.4311 0.00276624 19.8862 0.0024435 19.6319 0.00326408 19.5758 0.00600073 19.5484 0.0230943
1177990 1 0.3555 21.9847 0.00999529 20.9859 0.00607392 20.7213 0.00805604 20.2896 0.0109102 20.392 0.0476188
1178015 1 0.5717 22.6608 0.0175452 21.6535 0.0103841 21.213 0.0122045 21.0762 0.0206855 20.87 0.0726093
1178098 1 0.5064 22.1099 0.011253 21.2833 0.00780095 21.0858 0.0108876 20.926 0.0185957 20.8848 0.0646686
1178317 1 0.0968 22.1758 0.0115427 21.3412 0.00806207 21.0387 0.0103469 20.8506 0.0169442 20.691 0.061989
1178482 1 0.8679 22.498 0.015171 21.8994 0.0128334 21.076 0.0107472 20.8292 0.0168492 20.7069 0.0646819
1178515 1 0.421 23.0661 0.0231686 21.4933 0.00920891 21.0305 0.0103147 20.5572 0.0137266 20.4342 0.051136
1178518 1 0.6254 24.0414 0.0533348 22.4311 0.0200112 21.5551 0.0159497 21.1906 0.0232234 21.0986 0.0840091
1178549 1 0.4182 22.0312 0.0104009 20.6726 0.00468718 20.2054 0.0052515 19.9552 0.00826832 19.8647 0.031068
1178978 1 0.3664 22.4803 0.0151252 21.6017 0.0100831 21.4053 0.014153 21.1313 0.0222841 21.3124 0.0919129
1179015 1 0.8272 24.6478 0.0998929 22.7198 0.0262907 21.4863 0.01512 20.8958 0.0173739 20.6841 0.0582383
1179123 1 0.1299 19.6293 0.00142011 19.3306 0.00154649 19.1457 0.00217266 19.1058 0.00407411 19.0514 0.0158144
1179160 1 0.8212 24.5696 0.0841765 22.6386 0.0233579 21.3941 0.0140086 20.8081 0.0167072 20.5546 0.0565004
1179161 1 0.1103 21.8786 0.00909845 20.876 0.0055399 20.5121 0.00668513 20.2477 0.0105225 20.1236 0.0377605
1179163 1 0.1898 20.7415 0.0035407 19.4734 0.0017353 19.0083 0.00194804 18.702 0.00291607 18.518 0.0102364
1179220 1 0.8695 24.0208 0.060677 22.7135 0.0247463 21.4716 0.0150123 20.8001 0.0166283 20.6486 0.0585698
1179246 1 0.521 22.9576 0.0223301 21.8295 0.0122516 21.4501 0.0147081 21.245 0.023768 20.9859 0.084849
1179693 1 0.14 21.4989 0.00673552 21.0327 0.00632388 20.6203 0.00736461 20.6807 0.0151242 20.6234 0.0567889
1179730 1 0.8587 23.3292 0.030908 22.1552 0.0155611 20.9156 0.00945958 20.3551 0.0115914 20.1077 0.0401051
1179731 1 0.6397 23.2797 0.0301133 21.6662 0.0106998 20.7081 0.00785017 20.3222 0.0109328 20.0439 0.0385629
1179776 1 0.2298 19.2276 0.00102192 18.3226 0.000675938 17.8634 0.000758151 17.6728 0.00125149 17.531 0.00454004
1179794 1 0.8201 23.5412 0.0375471 22.5979 0.0227517 21.5143 0.0157402 21.1418 0.0219433 21.0351 0.0787301
1179868 1 0.2011 22.1519 0.0115229 21.4189 0.00880915 20.9625 0.00993372 20.9557 0.0193248 21.0737 0.0715702
1179869 1 0.1342 22.5491 0.015953 21.6754 0.0109053 21.3896 0.0140078 21.2092 0.0233262 21.1559 0.0878507
1179875 1 0.6452 22.9519 0.0223498 21.1926 0.00719396 20.101 0.00481146 19.6458 0.00639358 19.4235 0.0220585
1179899 1 0.3569 22.1481 0.0114421 21.0998 0.00667971 20.7368 0.0082135 20.5487 0.0137548 20.4729 0.0522018
1180097 1 0.5566 23.247 0.0275278 21.8158 0.0121323 21.1619 0.0115335 20.8274 0.017224 20.6276 0.0632888
1180236 1 0.6607 22.363 0.0136563 21.3854 0.00844409 20.821 0.00872524 20.6265 0.0145149 20.4463 0.0534441
1180237 1 0.3691 20.8464 0.00389505 19.774 0.00222777 19.4256 0.00273458 19.2408 0.00456795 19.1236 0.0173416
1180240 1 0.26 20.2515 0.00238944 19.6164 0.00195848 19.3312 0.00254214 19.2569 0.00462119 19.1824 0.0176456
1180361 1 0.0806 19.9196 0.00180461 19.5171 0.00180065 19.352 0.00258508 19.2454 0.00460522 19.1889 0.0177034
1180536 1 0.11 19.0752 0.000901366 18.0435 0.000540021 17.6522 0.000638389 17.3776 0.000979563 17.1916 0.0034232
1180788 1 0.4098 22.8992 0.0209508 21.1405 0.00688287 20.4947 0.0066844 20.1829 0.0100781 20.134 0.0371194
1180810 1 0.8998 24.5652 0.0849763 22.5846 0.0227365 21.4723 0.0150981 20.8121 0.0167177 20.5583 0.0597867
1180817 1 0.2198 20.4522 0.00281342 19.1936 0.00137917 18.7373 0.00155389 18.4798 0.00243522 18.3314 0.00872255
1180829 1 0.3888 21.7502 0.0082104 20.0278 0.00274926 19.4018 0.00268981 19.1179 0.00413482 18.9455 0.0151039
1180831 1 0.3747 22.1793 0.0118132 21.2949 0.00787433 21.0957 0.011056 20.772 0.0166152 20.8421 0.0704663
1180837 1 0.377 22.0038 0.0102977 20.7205 0.00486011 20.259 0.00542491 20.0256 0.00865078 19.938 0.0323665
1180842 1 0.3743 21.9768 0.00987471 20.7768 0.00512327 20.3883 0.00610626 20.1837 0.0100251 20.0514 0.038268
1180848 1 0.585 21.7304 0.00816355 20.7973 0.00522284 20.4022 0.00618532 20.2485 0.0105718 20.0125 0.0358211
1180850 1 0.1132 21.8778 0.00928699 20.9937 0.00611486 20.656 0.00764917 20.4505 0.0124333 20.2629 0.0453583
1180855 1 0.56 22.3297 0.0134394 20.5824 0.00431961 19.67 0.003348 19.2528 0.00461195 19.0955 0.0167173
1180858 1 0.1096 22.4164 0.0139492 21.5404 0.00954275 21.216 0.0121447 21.0189 0.0199659 20.7832 0.0732376
1180863 1 0.2101 20.4333 0.00275908 19.6994 0.00209811 19.3356 0.0025438 19.1946 0.0043993 19.0984 0.0164682
1180865 1 0.3842 22.3592 0.0137856 21.3914 0.00849329 21.1668 0.0116017 20.7893 0.0166487 20.8894 0.0710783
1180872 1 0.6275 22.9826 0.0225246 21.685 0.0108388 20.8714 0.00896141 20.4609 0.0128724 20.2855 0.0461316
1180876 1 0.39 20.8094 0.00377594 19.0057 0.00118199 18.3565 0.00113465 18.0619 0.00172205 17.9225 0.0062583
1180878 1 0.2178 21.5431 0.00690174 20.5737 0.00434152 20.0739 0.00471609 19.8713 0.00774963 19.783 0.0279215
1180879 1 0.23 19.3607 0.00113926 18.3007 0.000663845 17.9065 0.000785493 17.7002 0.00127589 17.566 0.00462943
1180916 1 0.3788 22.8717 0.020785 21.3126 0.00791334 20.7443 0.00823163 20.5163 0.0131106 20.3409 0.0485035
1181220 1 0.4174 22.9725 0.0226478 21.5978 0.0100526 21.1249 0.0111777 20.8896 0.017571 20.7473 0.0663375
1181380 1 0.5185 21.8239 0.00880596 20.7384 0.00497474 20.4226 0.00624304 20.1851 0.00993655 19.9734 0.0333866
1181438 1 0.4975 22.0502 0.0104768 21.1896 0.00722533 21.0069 0.0101759 20.8794 0.0172962 20.6155 0.0603185
1181518 1 0.8874 23.226 0.0282224 22.48 0.021225 21.5322 0.0158312 21.2224 0.0233817 21.1787 0.0875554
1181594 1 0.081 22.2075 0.0122981 21.7702 0.0115454 21.5002 0.0151438 21.402 0.0264798 21.2402 0.0987913
1181641 1 0.599 22.5863 0.0168852 21.6796 0.010966 21.2702 0.0126487 21.1395 0.0218336 20.94 0.0756481
1181933 1 0.26 20.4615 0.00281812 19.683 0.00207324 19.2348 0.00234583 19.17 0.00430696 19.0553 0.0160263
1181957 1 0.5899 22.9488 0.0225023 21.6876 0.0109319 20.9928 0.0100368 20.666 0.014987 20.4973 0.0548957
1182101 1 0.92 23.0873 0.0257222 22.4437 0.0202837 21.5026 0.0153338 21.1514 0.0226945 21.3261 0.0836677
1182102 1 0.9 22.8696 0.0205923 22.0736 0.0151532 21.1828 0.0117384 20.7223 0.0154597 20.5765 0.0563856
1182113 1 0.8392 23.837 0.0433952 22.751 0.026777 21.7541 0.0184483 21.3309 0.0260761 21.1468 0.0969928
1182198 1 0.7074 22.6076 0.0169096 21.8921 0.012978 21.3239 0.0132823 21.1452 0.0229045 21.1107 0.0867743
1182330 1 0.1106 21.0375 0.004571 20.1814 0.00311312 19.8364 0.00382856 19.5883 0.00603918 19.3681 0.0213006
1182541 1 0.5315 22.4971 0.0155582 21.5674 0.00996804 21.3377 0.0133997 21.2075 0.0234517 21.0129 0.0823345
1182611 1 0.5798 23.4679 0.0349129 21.6992 0.0111989 20.7642 0.00831238 20.3352 0.0113715 20.2154 0.0408029
1183106 1 0.4646 22.0393 0.0105035 20.9709 0.00602628 20.7021 0.00792558 20.4868 0.0127042 20.3215 0.0443005
1183341 1 0.2174 22.3872 0.013845 21.6463 0.010695 21.4487 0.0145914 21.378 0.026044 21.3158 0.0998733
1183488 1 0.2289 19.9012 0.00177614 18.9663 0.00114661 18.6151 0.00140477 18.4352 0.0023496 18.2873 0.0086245
1183489 1 0.6173 22.8136 0.0198413 21.8832 0.0130044 21.4148 0.0140844 21.2357 0.0240484 21.2218 0.0921243
1183490 1 0.37 20.947 0.00420626 19.2578 0.00145401 18.6372 0.00142793 18.3671 0.00222192 18.2155 0.00808082
1183646 1 0.3674 23.4898 0.035139 22.0213 0.0144367 21.527 0.0152387 21.2894 0.0242269 21.2665 0.0891251
1183695 1 0.5577 22.1472 0.0113537 21.0828 0.00662768 20.7073 0.00794202 20.5553 0.0134019 20.3812 0.0463971
1183828 1 0.3669 21.4543 0.00641826 20.1615 0.00307501 19.7143 0.00348432 19.3226 0.00490934 19.2342 0.0187917
1184030 1 0.4116 22.2572 0.0124701 21.0392 0.0063407 20.6431 0.00755719 20.4279 0.0122321 20.3482 0.0465707
1184502 1 0.4945 23.2534 0.0286785 22.1911 0.0164013 21.8748 0.0204605 21.5703 0.0313391 21.4256 0.0995577
1184503 1 0.3698 22.7885 0.0188637 21.0637 0.00651112 20.4453 0.00639434 20.1697 0.00996485 20.0779 0.036272
1184550 1 1.3424 22.9985 0.0236707 22.4463 0.0205071 22.1059 0.0249762 21.3192 0.025415 20.9909 0.081128
1184634 1 0.17 18.0778 0.000404367 17.4748 0.000345997 16.9949 0.000379248 16.9627 0.000698546 16.8412 0.00256336
1184635 1 0.45 21.3496 0.00587978 20.2174 0.00320451 19.9041 0.0040757 19.5518 0.00589804 19.3561 0.0210825
1184636 1 0.21 20.52 0.00297381 19.2343 0.00142675 18.7839 0.00161664 18.5291 0.00253702 18.3744 0.009125
1184836 1 0.2907 21.6201 0.00738679 20.2637 0.00334531 19.8023 0.00373295 19.5895 0.00607774 19.4146 0.0221028
1184897 1 0.14 20.3882 0.00266311 20.1253 0.00299319 19.9187 0.00413722 19.9415 0.00819437 19.8781 0.031813
1184984 1 0.2108 22.1454 0.0112049 20.9959 0.00613659 20.6242 0.00739891 20.4289 0.0121758 20.2512 0.0451517
1185035 1 0.1185 20.6793 0.00338888 19.8014 0.00228177 19.4837 0.00288765 19.2868 0.00475057 19.1854 0.0175338
1185038 1 1.1888 23.9587 0.0478847 22.965 0.0321199 22.3377 0.0308275 21.5 0.0296367 21.2249 0.0932742
1185080 1 0.9376 24.2704 0.0633736 22.8581 0.0296042 21.7838 0.0194896 21.0396 0.0199859 20.8576 0.0711968
1185163 1 0.08 20.5281 0.00297132 20.1633 0.00308036 19.9912 0.00440703 19.8967 0.00784093 19.8471 0.0300098
1185302 1 0.3567 21.4997 0.00669385 20.3448 0.00358426 20.0207 0.00449176 19.459 0.00547208 19.5384 0.0245921
1185402 1 0.3778 22.9559 0.0229116 21.479 0.00902838 20.9344 0.00961458 20.7257 0.0154876 20.6194 0.0576157
1185403 1 0.3716 21.2545 0.00546546 19.5714 0.0018803 18.9472 0.00184536 18.6803 0.00287005 18.5432 0.0104444
1185618 1 0.2013 21.4085 0.00618267 20.9369 0.00583146 20.7702 0.00833741 20.7047 0.0154692 20.6427 0.0606337
1185622 1 0.4792 21.7118 0.00797732 20.4582 0.00391948 20.0695 0.0046936 19.6981 0.00669023 19.408 0.0211325
1185623 1 0.2255 20.1602 0.00220186 19.1674 0.00134898 18.7987 0.00163571 18.6014 0.00269026 18.4642 0.00985238
1185772 1 0.5311 21.7447 0.0081478 20.9066 0.00570886 20.6462 0.00759854 20.5196 0.0130138 20.1007 0.0380315
1186109 1 0.2698 20.5341 0.00298911 19.7428 0.00216677 19.453 0.00280109 19.3145 0.00483559 19.1761 0.0180324
1186110 1 0.2202 22.3825 0.0141246 21.7386 0.0112634 21.3276 0.0130565 21.3156 0.0260182 21.2342 0.0973117
1186144 1 0.5153 22.4333 0.0147515 21.5112 0.00954753 21.3042 0.0130955 21.1821 0.0226307 21.0526 0.0822677
1186396 1 0.3619 21.1086 0.00481006 20.2485 0.00330903 20.0488 0.00460255 19.8953 0.00784048 19.8831 0.0312641
1186397 1 0.21 20.3885 0.00266538 19.0978 0.00127304 18.6517 0.00144763 18.4003 0.00227791 18.251 0.00823508
1186687 1 0.5905 23.2136 0.0274406 21.923 0.012973 21.3102 0.0129624 20.9877 0.0198783 20.8178 0.0689132
1186748 1 0.4311 23.0558 0.0240799 21.7916 0.0119954 21.3787 0.0138166 21.0966 0.0219347 21.0498 0.0827646
1186776 1 0.4401 21.1993 0.0052341 19.6123 0.00195279 19.0264 0.00197539 18.7221 0.00295923 18.5884 0.010892
1186843 1 0.6657 23.3995 0.0333467 22.4645 0.0200077 21.7013 0.0178742 21.34 0.0270588 21.1957 0.0969258
1186967 1 0.11 20.3453 0.00257136 19.3942 0.00163196 19.0491 0.00200541 18.8149 0.00320857 18.6876 0.0116146
1186969 1 0.2809 22.0404 0.0104735 20.6411 0.00456441 20.1331 0.00490574 19.872 0.00775928 19.6536 0.0274645
1187017 1 0.5329 22.9172 0.0216944 21.5222 0.00942114 20.8877 0.0091681 20.5371 0.0136617 20.496 0.0496498
1187133 1 0.361 21.7203 0.00804372 20.7981 0.00520281 20.567 0.00700245 20.3599 0.0115585 20.3715 0.0457886
1187234 1 0.3525 21.8844 0.00913023 20.9743 0.00602137 20.7476 0.0080996 20.541 0.0133507 20.4369 0.0529884
1187326 1 0.6712 22.7706 0.0192858 21.8316 0.0120909 21.2351 0.0122207 21.0285 0.0202054 20.9682 0.0744249
1187391 1 0.5403 23.1855 0.027892 22.1354 0.0154231 21.6224 0.0166869 21.318 0.0262069 21.2731 0.0970435
1187645 1 0.3702 21.4484 0.00640604 20.4267 0.00384118 20.1593 0.00503489 19.7524 0.00693744 19.7725 0.0297267
1187768 1 0.7022 21.5616 0.00704254 20.5991 0.00442376 19.9657 0.00428754 19.776 0.00705205 19.6404 0.0259421
1187861 1 0.8371 24.403 0.0747677 22.4303 0.0200263 21.2361 0.0122025 20.5965 0.0141487 20.3706 0.048349
1187949 1 0.55 23.3054 0.0294591 21.5227 0.00949572 20.6263 0.00750742 20.2247 0.0103698 20.113 0.0377094
1188200 1 0.3166 22.3125 0.013355 20.9907 0.00609889 20.5045 0.00665789 20.2621 0.0106155 20.1571 0.0383703
1188591 1 0.5644 22.3324 0.0131617 21.3647 0.00829557 20.987 0.0100528 20.8358 0.0171002 20.5056 0.0536187
1188602 1 0.53 23.2878 0.0289712 21.9972 0.0140179 21.4578 0.0146936 21.209 0.0225966 20.9634 0.0834737
1188695 1 0.3117 20.9617 0.00426635 20.154 0.00303956 19.9097 0.00409677 19.7192 0.00677352 19.6744 0.0267309
1188704 1 0.3 21.2288 0.00530617 20.6497 0.00457961 20.4384 0.00636989 20.3074 0.0109694 20.3737 0.0468387
1188735 1 0.3659 21.8962 0.00926417 21.1012 0.00666512 20.9355 0.00962095 20.8214 0.0168853 20.7069 0.0678856
1188740 1 0.6001 22.8199 0.0201355 21.0643 0.00650377 20.0573 0.00462549 19.6216 0.00625965 19.4618 0.0222372
1188750 1 0.3743 22.2321 0.0124906 20.9879 0.00606564 20.5944 0.00728152 20.0989 0.00925412 20.1191 0.0389883
1189103 1 0.44 21.7808 0.0083778 21.0606 0.00638406 20.886 0.0092146 20.6115 0.0144054 20.5919 0.0576538
1189175 1 0.93 22.5145 0.0154024 22.1001 0.0149694 21.1718 0.0117209 20.8544 0.0176805 20.8638 0.066255
1189198 1 0.261 22.2909 0.0128435 21.5376 0.00974697 21.3377 0.0134039 21.2372 0.0241915 21.1507 0.0933607
1189215 1 0.2277 21.9226 0.00962812 21.2586 0.00769424 21.0686 0.010671 20.9634 0.0192292 20.9939 0.0742122
1189395 1 0.3663 22.3866 0.0139916 21.494 0.0094294 21.3277 0.0131736 21.1853 0.0224297 21.1538 0.0894593
1189409 1 0.3053 22.6356 0.0172669 21.1643 0.00704006 20.6048 0.00730405 20.3222 0.0112001 20.1542 0.0396919
1189464 1 0.0622 21.4193 0.00632361 21.2692 0.00758979 21.1811 0.0116827 21.0976 0.0217975 20.9428 0.0861539
1189652 1 0.5704 23.34 0.0304046 21.5519 0.00975025 20.6233 0.00738573 20.1961 0.0101475 20.0525 0.036598
1189669 1 0.1378 18.6608 0.000643819 17.8266 0.000454473 17.2278 0.000454711 17.0724 0.000762773 16.9133 0.00271286
1189838 1 1.135 23.2293 0.0286008 22.7509 0.0254403 22.0775 0.0254228 21.3808 0.0275995 21.0715 0.0945232
1189876 1 0.539 22.5048 0.0153913 21.4392 0.00893823 21.0278 0.0104034 20.8291 0.0173247 20.2311 0.0427115
1189879 1 0.5413 23.1689 0.0262353 22.0446 0.0148927 21.5629 0.0163906 21.3516 0.0265955 21.223 0.0987993
1190156 1 0.11 20.6714 0.00336125 19.7216 0.00213228 19.3651 0.00262091 19.1273 0.00419467 19.001 0.015187
1190249 1 0.3107 21.263 0.00549194 20.5075 0.00412999 20.333 0.005767 20.1579 0.00983726 20.1965 0.0390835
1190250 1 0.11 19.8907 0.00175878 18.8898 0.00107435 18.516 0.00129505 18.2662 0.00203471 18.1107 0.00729289
1190264 1 0.23 21.7146 0.0079859 21.13 0.00684955 20.8795 0.00916508 20.7921 0.0170354 20.7778 0.0655337
1190402 1 0.37 21.602 0.00728247 21.0973 0.00664952 21.0589 0.0106974 20.8849 0.0179711 20.9182 0.0786166
1190653 1 0.3763 22.2267 0.0122631 20.599 0.00445018 20.0289 0.00448778 19.7629 0.00705215 19.7 0.025895
1190866 1 0.8315 24.2301 0.0664808 22.5618 0.0227572 21.485 0.014905 21.0177 0.0194368 20.8549 0.0688701
1190878 1 0.5211 21.3243 0.00576467 20.1118 0.00294461 19.5881 0.00315332 19.3188 0.00485621 19.1853 0.0178359
1190938 1 0.5277 22.7636 0.0192594 21.551 0.00989065 21.0619 0.0106312 20.7766 0.0165045 20.6943 0.061056
1191110 1 0.1617 22.7018 0.0178618 21.7447 0.0114922 21.454 0.0146647 21.288 0.0242768 21.256 0.0916303
1191206 1 0.8714 24.3353 0.0739083 22.3045 0.0181315 21.1582 0.0114851 20.4408 0.0125316 20.2508 0.0438973
1191386 1 0.4961 22.269 0.0125911 21.4311 0.00867645 21.2312 0.0122103 21.065 0.0207177 20.8751 0.0719736
1191405 1 0.1704 21.0849 0.00476171 20.7276 0.00491241 20.6275 0.00736415 20.5588 0.0137974 20.5859 0.0544558
1191406 1 0.07 18.5741 0.000599593 17.9005 0.000481199 17.6129 0.000618631 17.3952 0.000994629 17.247 0.00357639
1191412 1 0.07 21.2332 0.00535584 20.929 0.00575142 20.7827 0.00837733 20.6733 0.015095 20.5757 0.0582622
1191490 1 0.1701 21.4358 0.00628865 21.0647 0.00647943 20.9344 0.00970905 20.935 0.0182419 20.9679 0.0719975
